,SMILES,FP,FP array
324,CC(C)C[C@H](CC(=O)c1cc2cc(C(C)(F)F)ccc2s1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475008c5270>,[0 1 0 ... 0 0 0]
325,CC(C)C[C@H](CC(=O)c1cc2cc(C(C)(F)F)ccc2s1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)OCc1ccccc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475008c52e0>,[0 1 0 ... 0 0 0]
326,CC[n+]1c(C)oc2cc3c(cc21)oc1ccccc13,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475008c5350>,[0 0 0 ... 0 0 0]
327,CNC[C@H]1NC(=O)CNC(=O)[C@@H](c2ccc(-c3sccc3C)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)(C)C)NC(=O)CSC[C@H](C(N)=O)NC1=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475008c53c0>,[0 0 0 ... 0 0 0]
328,CC[C@H](C)[C@H](CC(=O)[C@H](CCSC)NC(=O)Nc1ccc(CNC(=O)CN2CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC2)cc1)C(=O)NCCCC(=S)Cc1ccc(N=C=S)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475008c5430>,[0 1 0 ... 0 0 0]
329,CC[C@H](C)[C@H](CC(=O)[C@H](CCSC)NC(=O)Nc1ccc(CCC(=O)CN2CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC2)cc1)C(=O)NCCCC(=S)Cc1ccc(N=C=S)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475008c54a0>,[0 1 0 ... 0 0 0]
330,Cc1ccn2c3c(nc2c1C)C(C)CC(C(C)(C)C)C3,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475008c5510>,[0 0 0 ... 0 0 0]
331,C[C@H]1[C@@H](OCC(CO[C@H]2O[C@@H]3O[C@@]4(C)CC[C@H]5[C@H](C)CC[C@@H]([C@H]2C)[C@@]35OO4)OS(=O)(=O)O)OC2O[C@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475008c5580>,[0 1 0 ... 0 0 0]
332,CCCCNP(=O)(O)OP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(=O)[nH]c(N)nc32)C(O)C1O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475008c55f0>,[0 0 0 ... 0 0 0]
333,C[C@@H]1O[C@@]2(COC(C)(C)C)CO[C@@H]1[C@@H]2OC(C)(C)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475008c5660>,[0 0 0 ... 0 0 0]
334,[H]/N=C(\N)N1C[C@]2(COC(C)(C)C)O[C@@H](C)[C@H]1[C@@H]2OC(C)(C)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475008c56d0>,[0 0 0 ... 0 0 0]
335,C[C@@H]1O[C@@]2(COC(C)(C)C)CN(S(C)(=O)=O)[C@@H]1[C@@H]2OC(C)(C)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475008c5740>,[0 0 0 ... 0 0 0]
336,CNC(=O)N1C[C@]2(COC(C)(C)C)O[C@@H](C)[C@H]1[C@@H]2OC(C)(C)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475008c57b0>,[0 0 0 ... 0 0 0]
337,Cc1nc(N2C[C@]3(COC(C)(C)C)O[C@@H](C)[C@H]2[C@@H]3OC(C)(C)C)no1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475008c5820>,[0 0 0 ... 0 0 0]
338,Cc1nc(N2C[C@]3(COC(C)(C)C)O[C@@H](C)[C@H]2[C@@H]3OC(C)(C)C)nn1C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475008c5890>,[0 0 0 ... 0 0 0]
339,CC(C)NC(=O)N1C[C@]2(COC(C)(C)C)O[C@@H](C)[C@H]1[C@@H]2OC(C)(C)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475008c5900>,[0 1 0 ... 0 0 0]
340,CC(OP(=O)(N1CC1)N1CC1)c1ccc([N+](=O)[O-])c(Oc2ccc(-c3ccc(F)cc3)c(F)c2)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475008c5970>,[0 1 0 ... 0 0 0]
341,N#Cc1cncc(COc2cc(OCc3cccc(-c4cccc5c4cnn5Cc4ccc(CC[C@@H](CO)C(=O)O)cc4)c3Br)c(Cl)cc2CN[C@@H](CO)C(=O)O)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475008c59e0>,[0 1 0 ... 0 1 0]
342,O=C(Cc1ccc2nc(Cc3cccnc3Cl)[nH]c2c1)CC12CC3CC(CC(C3)C1)C2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475008c5a50>,[0 0 0 ... 0 0 0]
343,CC(C)S(=O)(=O)/N=C(\[O-])c1c[n+](C)nc2ccccc12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475008c5ac0>,[0 1 0 ... 0 0 0]
344,CNc1cc(Nc2cccn(C)c2=O)nc2c(C(=O)NC3(C)CC3)cnn12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475008c5b30>,[0 0 0 ... 0 0 0]
345,CNc1cc(Nc2cc(F)cn(C)c2=O)nc2c(C(=O)NC3C[C@@H]3C)cnn12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475008c5ba0>,[0 0 0 ... 0 0 0]
346,CNc1cc(Nc2cccn(C)c2=O)nc2c(C(=O)NC3CC(C)C3)cnn12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475008c5c10>,[0 0 0 ... 0 0 0]
347,CNc1cc(Nc2cccn(C)c2=O)nc2c(C(=O)NC3CCCC3)cnn12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475008c5c80>,[0 0 0 ... 0 0 0]
348,CNc1cc(Nc2cc(F)cn(C)c2=O)nc2c(C(=O)NCC(C)(C)C)cnn12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475008c5cf0>,[0 0 0 ... 0 0 0]
349,CNc1cc(Nc2cccn(C)c2=O)nc2c(C(=O)NC3CC(C)(C)C3)cnn12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475008c5d60>,[0 0 0 ... 0 0 0]
350,[2H]C([2H])([2H])Nc1cc(Nc2cc(F)cc3c2OCCO3)nc2c(C(=O)NCC(C)(C)CC)cnn12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475008c5dd0>,[0 0 0 ... 0 0 0]
351,[2H]C([2H])([2H])Nc1cc(Nc2c(F)c(F)cc3c2OCCO3)nc2c(C(=O)NCC(C)(C)CC)cnn12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475008c5e40>,[0 0 0 ... 0 0 0]
352,[C-]#[N+]c1c2c(nn1CCOC)CN(C)C(=O)CCn1cc(c(C)n1)-c1c[nH]c3ncc-2cc13,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475008c5eb0>,[0 0 0 ... 0 0 0]
353,Cc1cccc(/C=N\Nc2nc3c(c(N4CCOCC4)n2)CN([C@@H]2CCCNC2)C3)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475008c5f20>,[0 0 0 ... 0 0 0]
354,Cc1cccc(/C=N\Nc2nc3c(c(N4CCOCC4)n2)CN([C@H]2CCCNC2)C3)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475008c5f90>,[0 0 0 ... 0 0 0]
355,CC(C)c1ccc(CC(=O)Cc2ccc(-c3nn(C(C)C)c(N)c3C(N)=O)cc2)cc1C(F)(F)F,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500544040>,[0 1 0 ... 0 0 0]
356,c1ccc(-c2ccc3c4cc(-c5cccc6c5sc5ccccc56)ccc4n(-c4nc(-c5ccccc5)nc(-c5ccccc5)n4)c3c2)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005440b0>,[0 0 0 ... 0 0 0]
357,c1ccc(-c2nc(-c3ccc4c5ccccc5n(-c5ccccc5)c4c3)nc(-n3c4ccccc4c4cc(-c5cccc6c5sc5ccccc56)ccc43)n2)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500544120>,[0 0 0 ... 0 0 0]
358,c1ccc(N(c2cccc(Nc3ccccc3-c3ccc4c(c3)oc3cc5ccccc5cc34)c2)c2ccc3c4ccccc4n(-c4ccccc4)c3c2)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500544190>,[0 0 0 ... 0 0 0]
359,c1ccc(-c2ccc3c(c2)c2ccc(N(c4ccccc4)c4cccc(N(c5ccccc5)c5c6ccccc6cc6oc7ccccc7c56)c4)cc2n3-c2ccccc2)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500544200>,[0 0 0 ... 0 0 0]
360,C=C1OCCC1OC(=O)C(C)(F)F,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500544270>,[0 0 0 ... 0 0 0]
361,[C-]#[N+]CC[N+]([O-])(CCC#N)CCC#N,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005442e0>,[0 0 0 ... 0 0 0]
362,CC=S(Nc1nccs1)c1cc(Cl)c(N[C@@H](CN(C)C)c2ccccc2)cc1F,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500544350>,[0 1 0 ... 0 0 0]
363,C[N+](C)(CF)CS,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005443c0>,[0 0 0 ... 0 0 0]
364,CCn1nc(OC)c2c1-c1cnc(N)c(c1)O[C@H](C)c1cc(C)ccc1-c1nn(C)cc1C2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500544430>,[0 0 0 ... 0 0 0]
365,Cc1nc(N2CCN(c3ccc(O)cc3)CC2)nc2c1ccn2-c1cccnc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005444a0>,[0 0 0 ... 0 0 0]
366,Nc1nc(N2CCN(c3ccc(O)cc3)CC2)nc2c1ccn2C1CCCCO1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500544510>,[0 0 0 ... 0 0 0]
367,CC(=O)CN(C)c1nc(N2CCN(c3ccc(O)cc3)CC2)nc2c1ncn2-c1ccncc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500544580>,[0 0 0 ... 0 0 0]
368,CC(=O)CCN(C)c1nc(N2CCN(c3ccc(O)cc3)CC2)nc2c1ncn2-c1ccncc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005445f0>,[0 0 0 ... 0 0 0]
369,CC(C)c1ncc2c(Cl)ncc(C(=O)N(C)C3CCCC3)n12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500544660>,[0 1 0 ... 0 0 0]
370,CC(C)c1nc(Br)c2c(Cl)ncc(C(=O)N(C)C3CCCC3)n12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005446d0>,[0 1 0 ... 0 0 0]
371,CC(C)c1nc(Br)c2c(N)ncc(C(=O)N(C)C3CCCC3)n12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500544740>,[0 1 0 ... 0 0 0]
372,CC(C)c1nc(-c2ccc(NS(=O)(=O)c3ccccc3Cl)c(F)c2)c2c(N)ncc(C(=O)N(C)C3CCCC3)n12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005447b0>,[0 1 0 ... 0 0 0]
373,NC1=CC=C(Br)CC1Br,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500544820>,[0 0 0 ... 0 0 0]
374,CP(=S)(OCCOCn1cnc2c(N)ncnc21)OP(=O)(O)O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500544890>,[0 0 0 ... 0 0 0]
375,CC(C)C[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCCNC(=O)c2ccc(CN=[Tc])nc2)Cc2ccc(cc2)OCCC[C@@H]1C(=O)NO,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500544900>,[0 1 0 ... 0 0 0]
376,[C-]#[N+]C1=C(C)/C(=C/c2nc3c(s2)-c2sc(/C=C4\C(=O)N(C)C(=O)C(C#N)=C4C)nc2C32CCCCC2)C(=O)N(C)C1=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500544970>,[0 0 1 ... 0 0 0]
377,Cc1ccc2c(c1)C(=O)C(=O)/C2=C\c1nc2c(s1)-c1sc(/C=C3\C(=O)C(=O)c4cc(C(F)(F)F)ccc43)nc1C21CCCCC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005449e0>,[0 0 1 ... 0 0 0]
378,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cnc4cc(-c5cnn(C)c5)cnn34)cc2)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500544a50>,[0 0 0 ... 0 0 0]
379,Cn1cc(-c2cnc3c(-c4ccc(CC(=O)Nc5cc(C(C)(C)C)on5)cc4)cnn3c2)cn1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500544ac0>,[0 0 0 ... 0 0 0]
380,Cn1cc(-c2ccc3c(-c4ccc(CC(=O)Nc5cc(C(C)(C)C)on5)cc4)cnn3c2)cn1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500544b30>,[0 0 0 ... 0 0 0]
381,[2H]C([2H])([2H])N1CC(=O)OC2(CCCCCCCCCC(=O)N/C1=N/C(=O)OCc1ccccc1)CCOC2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500544ba0>,[0 0 1 ... 0 0 0]
382,C=S(=O)(CCC(C)(F)F)Nc1ccc(-c2cc(C(C)C)c3nc(N[C@@H]4CNC[C@H](CF)C4)ncc3n2)cc1F,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500544c10>,[0 1 0 ... 0 0 0]
383,CNc1ccc(-c2ccc3c(n2)[nH]c2ccncc23)cn1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500544c80>,[0 0 0 ... 0 0 0]
384,Cc1c(F)c(F)c(F)c(S(=O)(=O)N(CC(=O)N(Cc2cccc(C3CCCC3)c2)c2ccc(C(=O)O)cc2)Cc2ccc(Cl)cc2)c1F,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500544cf0>,[0 0 0 ... 0 0 0]
385,Cc1c(F)c(F)c(F)c(S(=O)(=O)N(CC(=O)N(Cc2cccc(C3CCCC3)c2)c2ccc(C(=O)O)c(O)c2)Cc2ccc(Cl)cc2)c1F,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500544d60>,[0 0 0 ... 0 0 0]
386,O=c1[nH]ccc2c1Cc1cccc(Br)c1-2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500544dd0>,[0 0 0 ... 0 0 0]
387,O=C1C2=C(C(c3cccc4[nH]c(=O)oc34)=NC2)C(c2cccc(OC3CCC(F)(F)CC3)c2)N1CC1CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500544e40>,[0 0 0 ... 0 0 0]
388,C/C=C(\c1ccccc1)C1CCN(CC(O)C2(O)CCN(C(=O)OCc3ccccc3)CC2)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500544eb0>,[0 1 0 ... 0 0 0]
389,CCCCCC(=O)NC(Cc1ccc(OCOC(=O)c2ccncc2)cc1)C(=O)NC(C(=O)NC1CCCC(C(N)=O)C1)C(C)CC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500544f20>,[0 1 0 ... 0 0 0]
390,C=CCC(CC#C/C(C)=N\O)(CC=C)CC=C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500544f90>,[0 0 0 ... 0 0 0]
391,O=C([O-])C1CCCN1OCc1ccccc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005af040>,[0 0 0 ... 0 0 0]
392,CO[C@@H]1CSc2c(-c3ccc(F)cc3)c(C)cc3c(N4CCCC[C@@H]4C)nc(=O)n(c23)C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005af0b0>,[0 0 0 ... 0 0 0]
393,CO[C@H]1CSc2c(-c3ccc(F)cc3)c(C)cc3c(N4CCCC[C@@H]4C)nc(=O)n(c23)C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005af120>,[0 0 0 ... 0 0 0]
394,CN1C(c2ccccc2)c2oc3cc(-n4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc54)ccc3c2NC1(C)c1ccccc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005af190>,[0 0 0 ... 0 0 0]
395,Cc1cc(C)c(N2CCN(c3c(C)cc(C)cc3C)C2/C(=C2\C=C(c3ccccc3)c3ccccc32)C2N(C3CCCCC3)C=CN2C2CCCCC2)c(C)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005af200>,[0 0 1 ... 0 0 0]
396,CCCCc1nc2c(N)nc3ccc(N4CCN(CCOCCC(C)=O)CC4)cc3c2n1CCCCCNC(=O)Nc1cccc(C#N)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005af270>,[0 0 0 ... 0 0 0]
397,Cc1cc(Cc2cc(C3CC3)n[nH]2)nc(-c2ccc(N3CC4CC(C3)N4Cc3ccc(-n4cc(F)cn4)nc3)nc2)n1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005af2e0>,[0 0 1 ... 0 0 0]
398,Cc1cc(Cc2cc(C)[nH]n2)nc(-c2ccc(N3CC4CC(C3)N4Cc3ccc(-n4nccc4C(C)C)nc3)nc2)n1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005af350>,[0 1 1 ... 0 0 0]
399,C=CC(=O)N1CCN(c2nc(=O)n3c4c(c(-c5ccc(F)cc5F)c(C)cc24)SC[C@@H](OC)C3)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005af3c0>,[0 0 0 ... 0 0 0]
400,C=CC(=O)N1CCN(c2nc(=O)n3c4c(c(-c5ccc(F)cc5F)c(C)cc24)SC[C@H](OC)C3)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005af430>,[0 0 0 ... 0 0 0]
401,C1CCC(N(C2CCC(C3CCCC4C5CCC6SC7CCCCC7C6C5SC34)CC2)C2CCC3C4CCCCC4C4(C5CCCCC5C5CCCCC54)C3C2)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005af4a0>,[0 0 1 ... 0 0 1]
402,C1CCC(N(C2CCC(C3CCCC4C5CCC6SC7CCCCC7C6C5SC34)CC2)C2CCCC3C2C2CCCCC2C32C3CCCCC3C3CCCCC32)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005af510>,[0 0 1 ... 0 0 1]
403,C1CCC(N(C2CCC(C3CCCC4C5CCC6SC7CCCCC7C6C5SC34)CC2)C2CCC3C4CCCCC4C(C4CCCCC4)(C4CCCCC4)C3C2)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005af580>,[0 0 1 ... 0 0 1]
404,C1CCC(N(C2CCC(C3CCCC4C5CCC6SC7CCCCC7C6C5SC34)CC2)C2CCCC3C2C2CCCCC2C3(C2CCCCC2)C2CCCCC2)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005af5f0>,[0 0 1 ... 0 0 1]
405,C1CCC(C2(C3CCCCC3)C3CCCCC3C3CCC(N(C4CCC(C5CCCC6C7CCC8SC9CCCCC9C8C7SC56)CC4)C4CCC5C(C4)OC4CCCCC45)CC32)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005af660>,[0 0 1 ... 0 0 1]
406,CCC(C)(C)CC(c1ccc(C)cc1)C(C)(C)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005af6d0>,[0 1 0 ... 0 0 0]
407,Cc1ncnc2c1ccn2[C@@H]1C[C@]2(C[C@@H](c3ccc4cc(Br)c(N)nc4c3)N(C)C2)[C@@H](O)[C@H]1O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005af740>,[0 0 0 ... 0 0 0]
408,Cc1ncnc2c1ccn2[C@@H]1C[C@]2(C[C@H](c3ccc4cc(Br)c(N)nc4c3)N(C)C2)[C@@H](O)[C@H]1O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005af7b0>,[0 0 0 ... 0 0 0]
409,CC(C)n1nc(-c2ccc(CC(=O)Cc3cc(C(C)(F)F)on3)cc2)c(C(N)=O)c1N,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005af820>,[0 1 0 ... 0 0 0]
410,COCCCNC(=O)CCCCCNC(=O)C(CCCCNC(=O)CCCCO[C@@H]1OC(CO)[C@H](O)[C@H](O)C1C)NC(=O)C(CCCCNC(=O)CCCCO[C@@H]1OC(CO)[C@H](O)[C@H](O)C1C)NC(=O)CCCCO[C@@H]1OC(CO)[C@H](O)[C@H](O)C1C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005af890>,[0 1 0 ... 0 0 0]
411,CC#CCS(=O)(=O)Cc1cnc2nc(-c3cccc(OCC)n3)n(-c3c(OC)cccc3OC)c2n1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005af900>,[0 0 0 ... 0 0 0]
412,O=C(O)/C=C/C(=O)N(O)CCCCCCc1ccc(COC(=O)Nc2cccc3ccccc23)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005af970>,[0 0 0 ... 0 0 0]
413,Cc1ccc(N2CC[C@@H](NC(=O)Cc3ccc4c(c3)N=NC4)C2)cn1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005af9e0>,[0 0 0 ... 0 0 0]
414,CC1=C(c2cc(-n3c(=O)c4c(n5ncc(Cc6ccccc6)c35)CN(C(=O)c3ccc(Br)c(C(F)(F)F)c3)C(C)C4)nn2C)CN=C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005afa50>,[0 0 0 ... 0 0 0]
415,CCCOC1CCCC(CC(C)(C)C)C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005afac0>,[0 0 0 ... 0 0 0]
416,Cc1cc(/C=C2\SC(=S)N(CC(=O)N(C)C)C2=O)cc(F)c1C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005afb30>,[0 0 0 ... 0 0 0]
417,CCc1nc2ccc(-c3cnc(N4CCC(CC(=O)C5(O)CC5)CC4)nc3)cn2c1N(C)c1nc(-c2ccc(F)cc2)c(C#N)s1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005afba0>,[0 0 0 ... 0 0 0]
418,C=CCCCC(=O)c1c(CCc2ccccc2)c(=O)ccn1N,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005afc10>,[0 0 0 ... 0 0 0]
419,CC1(C)c2ccccc2-c2cc(-c3nc(-c4ccccc4)nc(-c4cccc5oc6ccc(-n7c8ccccc8c8ccccc87)cc6c45)n3)ccc21,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005afc80>,[0 0 0 ... 0 0 0]
420,C[SiH](C)COC(=O)C(F)(C(=O)O[Si](C)(C)C)/C(F)=C(\F)C(F)(F)F,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005afcf0>,[0 0 0 ... 0 0 0]
421,Cc1nc(Cl)ccc1CNc1ccc2nn(C)cc2c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005afd60>,[0 0 0 ... 0 0 0]
422,NCC(=O)N1CC(OC(F)(F)F)C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005afdd0>,[0 0 0 ... 0 0 0]
423,Cc1ccccc1C(=O)C[C@H](CC(C)C)C(=O)N1CCN(S(=O)(=O)c2ncn[nH]2)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005afe40>,[0 1 0 ... 0 0 0]
424,C=C1C[C@@H](C)c2c(ncnc2N2C3CCC2CN(C(=O)[C@H](CNC(C)C)c2ccc(Cl)cc2)C3)N1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005afeb0>,[0 1 0 ... 0 0 0]
425,Cc1cc(F)ccc1N(C)c1n[nH]c2c1CCN(c1cn[nH]c(=O)c1Cl)C2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005aff20>,[0 0 0 ... 0 0 0]
426,CCn1c(O)c(O)n(CO)c1=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005aff90>,[0 0 0 ... 0 0 0]
427,C[C@@H]1OC(CO)[C@@H](O)C(O)C1NC(=O)CCCCc1ccc(F)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005a3040>,[0 0 0 ... 0 0 0]
428,Cc1cc(N(c2cc(C)c(C)c(C)c2)c2ccc3c(c2)oc2cc4cc5oc6cc(N(c7cc(C)c(C)c(C)c7)c7cc(C)c(C)c(C)c7)ccc6c5cc4cc23)cc(C)c1C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005a30b0>,[0 0 0 ... 0 0 0]
429,CC1CC2=Cc3c(n4c5cc6cc(-c7ccc8oc9ccccc9c8c7)ccc6cc5c5cc(-c6ccc(C(C)(C)C)cc6)cc3c54)C(C)C2C=C1c1ccc2oc3ccccc3c2c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005a3120>,[0 0 0 ... 0 0 0]
430,[C-]#[N+]C1=CC2=[Te]c3cc4c(cc3C(=O)C2=CC1)C1(c2ccccc2-c2ccc(N(c3cc(C)cc(C)c3)c3cc(C)cc(C)c3)cc21)c1ccccc1-4,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005a3190>,[0 0 0 ... 0 0 0]
431,CC[C@H]1OC(c2cnc3c(NC4CCCC4)nc(Cl)nn23)[C@@H](F)[C@@H]1C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005a3200>,[0 0 0 ... 0 0 0]
432,CC[C@H]1OC(O)(c2cnc3c(NC4CCCC4)nc(Cl)nn23)[C@@H](F)[C@@H]1C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005a3270>,[0 0 0 ... 0 0 0]
433,CCCC1CC2C(C1)C2C(=O)O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005a32e0>,[0 0 0 ... 0 0 0]
