,SMILES,FP,FP array
740,CC(C)n1c(=O)n(-c2cccc(OC3CC3)c2)c2ccc(C(=O)CC3(C)CS(=O)(=O)C3)cc21,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d8b30>,[0 1 0 ... 0 0 0]
741,CC(C)CC(NC(=O)C(CC(=O)CNC(=O)OC(C)(C)C)Cc1ccccc1)C(=O)CCC(=O)NC(CCC(=O)NCC(=O)O)C(=O)OC(C)(C)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d8ba0>,[0 1 0 ... 0 0 0]
742,CC(=O)OC[C@@H](CC(=O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1)Cc1ccccc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d8c10>,[0 1 0 ... 0 0 0]
743,C#C[C@]1(CC)O[C@@H](n2cnc3c(NC(=O)OCC)nc(F)nc32)C[C@@H]1O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d8c80>,[0 0 0 ... 0 0 0]
744,C#C[C@]1(CC)O[C@@H](n2cnc3c(N)nc(F)nc32)C[C@@H]1OC(=O)CCCCCCCCC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d8cf0>,[0 0 0 ... 0 0 0]
745,C#C[C@]1(CC)O[C@@H](n2cnc3c(NC(=O)OCC)nc(F)nc32)C[C@@H]1OC(=O)CCCCCCCCC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d8d60>,[0 0 0 ... 0 0 0]
746,CCCCC(c1ccccn1)N1CCOCCOCCN(Cc2cccc(C(=O)O)n2)CCOCCOCC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d8dd0>,[0 1 0 ... 0 0 0]
747,Cc1ccc(C(c2ccccn2)N2CCOCCOCCN(Cc3cccc(C(=O)O)n3)CCOCCOCC2)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d8e40>,[0 1 0 ... 0 0 0]
748,CCCOCCC(c1ccccn1)N1CCOCCOCCN(Cc2cccc(C(=O)O)n2)CCOCCOCC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d8eb0>,[0 1 0 ... 0 0 0]
749,O=C([O-])OC1C=CC=CO1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d8f20>,[0 0 0 ... 0 0 0]
750,COc1cc(-c2cn(C)c(=O)c3c2C=NC3)cc(Cl)c1C(=O)N1CCC(C2CCN(c3ccc(NC4CCC(=O)NC4=O)nc3)CC2)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d8f90>,[0 0 0 ... 0 0 0]
751,O=C(Cc1cnccc1-c1ccc(Cl)cc1)c1ccnc(NC(=O)C2CC2)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002c8040>,[0 0 0 ... 0 0 0]
752,N#C/C(C(=O)OCC1CCCCC1)=C1/Cc2ccc(-c3ccccc3F)cc2N=C1N1CCNCC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002c80b0>,[0 0 1 ... 0 0 0]
753,Cc1[nH]c(-c2cc(F)cc3[nH]ccc23)c(C(C)C)c1-c1cccc2ncoc12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002c8120>,[0 1 0 ... 0 0 0]
754,CCc1noc2c1-c1cnc(N)c(c1)O[C@H](C)c1cc(C)ccc1-c1nncn1C2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002c8190>,[0 0 0 ... 0 0 0]
755,CCc1onc2c1-c1cnc(N)c(c1)O[C@H](C)c1cc(C)ccc1-c1nn(C)cc1C2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002c8200>,[0 0 0 ... 0 0 0]
756,C/C=C1\C=C(CC(=O)O)C(CC)=CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002c8270>,[0 0 0 ... 0 0 0]
757,Cc1cc(C(=O)N2CCc3c(nc(/C(=C/N)Cc4ccccc4)n(-c4ccc(-c5cncn5C)cc4)c3=O)C2)ccc1Br,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002c82e0>,[0 0 0 ... 0 0 0]
758,c1ccc(-c2ccc(N3c4ccc(-c5ccccc5)cc4B4c5cc(-c6ccccc6)ccc5N(c5ccc(-c6ccccc6)cc5)c5cc(B6c7ccccc7-c7ccccc76)cc3c54)cc2)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002c8350>,[0 0 0 ... 0 0 0]
759,C=C(C1CC1)N1CCN(CCCOc2cc(C(N)=O)cc3nc(NC(=O)c4cc(C)nn4CC)n(C/C=C/Cn4c(NC(=O)c5sc(C)nc5CC)nc5cc(C(N)=O)cc(SC)c54)c23)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002c83c0>,[0 0 0 ... 0 0 0]
760,C=C(C(C)C)N1CCN(CCCOc2cc(C(N)=O)cc3nc(NC(=O)c4cc(C)nn4CC)n(C/C=C/Cn4c(NC(=O)c5sc(C)nc5CC)nc5cc(C(N)=O)cc(SC)c54)c23)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002c8430>,[0 1 0 ... 0 0 0]
761,C=C(C1CCC1)N1CCN(CCCOc2cc(C(N)=O)cc3nc(NC(=O)c4cc(C)nn4CC)n(C/C=C/Cn4c(NC(=O)c5sc(C)nc5CC)nc5cc(C(N)=O)cc(SC)c54)c23)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002c84a0>,[0 0 0 ... 0 0 0]
762,C=C1N(c2cccc(OC(F)F)c2)c2ccc(C(=O)CC3(C)CS(=O)(=O)C3)cc2C1(C)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002c8510>,[0 1 0 ... 0 0 0]
763,Cc1ccc(COc2ccc(-c3noc(C4CNC4)n3)cc2C(F)(F)F)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002c8580>,[0 0 0 ... 0 0 0]
764,c1ccc(-c2nc(-c3ccccc3)nc(-n3c4ccccc4c4cc(-c5ccc6c(c5)Oc5ccccc5C5(N6)c6ccccc6-c6ccccc65)ccc43)n2)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002c85f0>,[0 0 0 ... 0 0 0]
765,CC1=CC(C)=C(CN2CCc3c(c(C)c4c(c3-c3ccccc3)OC(C)(C3CCC(N(C)C)CC3)O4)C2=O)C(=O)C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002c8660>,[0 0 0 ... 0 0 0]
766,N#CC1=C(N2CCC(F)(F)CC2)c2ncccc2CC1=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002c86d0>,[0 0 0 ... 0 0 0]
767,BB=S(=BB)(B(B)B)C(=O)CNC(=O)C(CC(=O)C(Cc1ccccc1)NC(=O)CN)CC(C)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002c8740>,[0 1 0 ... 0 0 0]
768,Cc1c(C2=NC(c3ccccc3)=NC(c3ccccc3)N2)ccc2oc3cc4c5ccccc5n(-c5ccccc5)c4cc3c12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002c87b0>,[0 0 0 ... 0 0 0]
769,COC(=O)c1ccccc1-c1ccc2sc3ccc(Br)cc3c2c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002c8820>,[0 0 0 ... 0 0 0]
770,CC[C@H]1O[C@@H](c2ccc3c(Cl)nc(Cl)nc3c2)[C@](C)(OCc2ccccc2)[C@@H]1C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002c8890>,[0 0 0 ... 0 0 0]
771,CC[C@H]1O[C@@H](c2ccc3c(=O)[nH]c(=O)[nH]c3c2)[C@](C)(OCc2ccccc2)[C@@H]1C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002c8900>,[0 0 0 ... 0 0 0]
772,CC[C@H]1O[C@@H](c2ccc3c(OC)nc(OC)nc3c2)[C@](C)(OCc2ccccc2)[C@@H]1C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002c8970>,[0 0 0 ... 0 0 0]
773,CC[C@H]1O[C@@H](c2ccc3c(NCc4ccccc4)nc(Cl)nc3c2)[C@](C)(OCc2ccccc2)[C@@H]1C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002c89e0>,[0 0 0 ... 0 0 0]
774,[C-]#[N+]C(=Nc1ccc(-c2cc3c(s2)-c2sc(-c4ccc(N=C(C#N)C#N)s4)cc2C3(C)C)s1)[N+]#[C-],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002c8a50>,[0 0 0 ... 0 0 0]
775,Cc1ccc2c(c1)C(=O)C(=O)/C2=C\c1cc2c(s1)-c1sc(/C=C3\C(=O)C(=O)c4cc(C(F)(F)F)ccc43)cc1C2(C)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002c8ac0>,[0 0 0 ... 0 0 0]
776,Cc1cc(-c2nc3ccccc3o2)cc(S)c1N,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002c8b30>,[0 0 0 ... 0 0 0]
777,Cc1ccc(F)cc1C(=O)NCc1ccc(-n2nc(C(C)C)c(N)c2C(N)=O)c(F)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002c8ba0>,[0 1 0 ... 1 0 0]
778,FC1CC(F)C(C2CCC(N(C3CCCCC3)C3CCCC4C5CCC6SC7CCCCC7C6C5SC43)CC2)C(F)C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002c8c10>,[0 0 1 ... 0 0 1]
779,Cc1nc(NCC(=O)N(C)c2ccc(F)cc2)c(C#N)c(C)c1C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002c8c80>,[0 0 0 ... 0 0 0]
780,CC(C)c1cnn2c(N[C@@H]3CCc4ncncc4C3)nc(-c3cncc(F)c3)nc12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002c8cf0>,[0 1 0 ... 0 0 0]
781,c1ccc(-c2ccccc2-c2nc(-c3ccccc3-c3ccc4cc(-c5ccc6ccccc6c5)ccc4c3)nc(-c3cccc4ccccc34)n2)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002c8d60>,[0 0 0 ... 0 0 0]
782,c1ccc(-c2nc(-c3ccc(-c4cccc5ccccc45)cc3)nc(-c3ccccc3-c3ccc4cc(-c5ccc6ccccc6c5)ccc4c3)n2)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002c8dd0>,[0 0 0 ... 0 0 0]
783,O=C(Cc1cccc(Cl)c1)Cc1cccc([N+](=O)[O-])c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002c8e40>,[0 0 0 ... 0 0 0]
784,Cc1ccsc1-c1ccc(CC(C)(C)C)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002c8eb0>,[0 0 0 ... 0 0 0]
785,c1ccc(-c2ccc(-c3c4ccccc4cc4c3oc3ccc(N(c5ccc(-c6ccccc6)cc5)c5ccc(-c6cccc7c6oc6ccccc67)cc5)cc34)cc2)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002c8f20>,[0 0 0 ... 0 0 0]
786,CCC1(OC(=O)C2CC3CC2C(C(C)C)C3C(C)(C)C)C2CC3CC4CC1C342,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002c8f90>,[0 1 0 ... 0 0 0]
787,C=CC[C@@]1(CC)C[C@@H]2O[C@@H]2[C@@H]1O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002cc040>,[0 0 0 ... 0 0 0]
788,Cc1cc(F)cc(Cc2cc(N[C@@H]3CCC[C@@H](O)C3)nc3c(C4CCC4)cnn23)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002cc0b0>,[0 0 0 ... 0 0 0]
789,Cc1cc(C(=O)N2Cc3c(c(=O)n(-c4ccc5c(c4)ncn5C)c4c(CC(C)C)cnn34)CC2C)ccc1Br,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002cc120>,[0 1 0 ... 0 0 0]
790,Cc1cnn(-c2ccc(-n3c(=O)c4c(n5ncc(CC(C)C)c35)CN(C(=O)c3ccc(Br)c(C)c3)C(C)C4)cc2)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002cc190>,[0 1 0 ... 0 0 0]
791,C=C1N=C(c2ccc(-n3c(=O)c4c(n5ncc(CC(C)C)c35)CN(C(=O)c3ccc(Br)c(C)c3)C(C)C4)cc2)N(C)O1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002cc200>,[0 1 0 ... 0 0 0]
792,CCC(=O)OCN(C)C(=O)c1ccc(-n2c(=O)c3c(n4ncc(CC5CC5)c24)CN(C(=O)c2ccc(Br)c(C)c2)C(C)C3)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002cc270>,[0 0 0 ... 0 0 0]
793,Cc1cc(C(=O)N2Cc3c(c(=O)n(-c4ccc(C(=O)N(C)COC(=O)C(C)C(C)C)cc4)c4c(CC5CC5)cnn34)CC2C)ccc1Br,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002cc2e0>,[0 1 0 ... 0 0 0]
794,Cc1noc(C)c1CNc1nc(N)nc2cc(C3=CC=NC3)ccc12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002cc350>,[0 0 0 ... 0 0 0]
795,CC(C)[C@@]1(C)C(C)CC(C)(C)[C@]1(C)[IH-],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002cc3c0>,[0 1 0 ... 0 0 0]
796,CCc1cc(-c2ccc(CS(=O)(=O)c3ccccc3Cl)c(F)c2)nc2cnc(N[C@H]3C[C@H](F)CN(C(=O)OC(C)(C)C)C3)nc12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002cc430>,[0 0 0 ... 0 0 0]
797,Cc1cc2c(cn1)-c1cnc(NCc3c(F)ccc4c3CCO4)n3cnc(c13)C(=O)OC2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002cc4a0>,[0 0 1 ... 0 0 0]
798,CC(C)n1c(=O)n(-c2cccc(OC(F)F)c2)c2ccc(C(=O)C[C@@H]3CCCC[C@H]3O)cc21,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002cc510>,[0 1 0 ... 0 0 0]
799,CC(C)n1c(=O)n(-c2cccc(OC(F)F)c2)c2ccc(C(=O)C[C@H]3CCCC[C@@H]3O)cc21,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002cc580>,[0 1 0 ... 0 0 0]
800,CSc1cccc(F)c1-c1nc2c(cc1F)c(N1CCCC[C@@H]1C)nc(=O)n2-c1c(C)ccnc1C(C)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002cc5f0>,[0 1 0 ... 0 0 0]
801,CC(C)(C)S(=O)(=O)Cc1ccc(Cl)cc1Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002cc660>,[0 0 0 ... 0 0 0]
802,Cc1ncncc1CS(=O)(=O)C(C)(C)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002cc6d0>,[0 0 0 ... 0 0 0]
803,Cc1cnccc1CS(=O)(=O)C(C)(C)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002cc740>,[0 0 0 ... 0 0 0]
804,Cc1cccnc1CS(=O)(=O)C(C)(C)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002cc7b0>,[0 0 0 ... 0 0 0]
805,COc1ncccc1CS(=O)(=O)C(C)(C)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002cc820>,[0 0 0 ... 0 0 0]
806,Cc1ncnc(C)c1CS(=O)(=O)C(C)(C)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002cc890>,[0 0 0 ... 0 0 0]
807,CC(C)(C)S(=O)(=O)Cc1c(F)cccc1CO,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002cc900>,[0 0 0 ... 0 0 0]
808,CC1CNCC(C)C1CS(=O)(=O)C(C)(C)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002cc970>,[0 0 0 ... 0 0 0]
809,CC(C)(C)S(=O)(=O)CC1CCN(S(C)(=O)=O)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002cc9e0>,[0 0 0 ... 0 0 0]
810,CCN(CC)c1ccc2ccccc2c1-c1ccc2ccccc2c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002cca50>,[0 0 0 ... 0 0 0]
811,CCN(CC)c1ccc2ccccc2c1-c1cccc2ccccc12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002ccac0>,[0 0 0 ... 0 0 0]
812,COc1ccccc1-c1noc(C2CC2)c1CCN1CCN(c2ccc3c(C(=O)O)cn(C)c3c2)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002ccb30>,[0 0 0 ... 0 0 0]
813,COC(=O)c1cn(C)c2cc(N3CCN(CCc4c(-c5ccccc5OC)noc4C4CC4)CC3)ccc12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002ccba0>,[0 0 0 ... 0 0 0]
814,CCCCCCCCCCCCCCCCC1C(=O)OC1=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002ccc10>,[0 0 0 ... 0 0 0]
815,Cc1cn(-c2cccc(CCCCc3ccc(NC(=O)c4cc(C)c(C)cc4NC(=O)c4cc(=O)c5ccccc5o4)cc3)c2)cn1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002ccc80>,[0 0 0 ... 0 0 0]
816,COc1cc(/C=C/c2ccc(-c3cocn3)cc2)cc(C)c1O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002cccf0>,[0 0 0 ... 0 0 0]
817,Cc1cc(/C=C/c2ccc(-c3cnn(C)c3)cc2)cc(F)c1O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002ccd60>,[0 0 0 ... 0 0 0]
818,COc1cc(/C=C/c2ccc(-c3cscn3)cc2)cc(C)c1O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002ccdd0>,[0 0 0 ... 0 0 0]
819,COc1cc(/C=C/c2ccc(CN3CCN(C)CC3)cc2)cc(C)c1O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002cce40>,[0 0 0 ... 0 0 0]
820,CNC(=O)CCOCC(COCCC(O)NC)NC(O)c1cc(C)cc(C(O)NC(COCCC(O)NC)COCC(=O)NC)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002cceb0>,[0 1 0 ... 0 0 0]
821,[H]/N=C/C(=N\N)C1=CC(Cl)=C(NC(=O)c2c([O-])nc(SC)[nH]c2=O)C(Cl)C1C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002ccf20>,[0 0 0 ... 0 0 0]
822,[H]/N=C/C(=N\N)C1=CC(Cl)=C(NC(=O)c2c(O)nc(SC)[nH]c2=O)C(Cl)C1C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002ccf90>,[0 0 0 ... 0 0 0]
823,CCC(=O)c1cnc2[nH]nc(N3CCC[C@@H]3c3cc(F)ccc3F)c2c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d7040>,[0 0 0 ... 0 0 0]
824,O=C(CC1CC1)c1cnc2[nH]nc(N3CCC[C@@H]3c3cc(F)ccc3F)c2c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d70b0>,[0 0 0 ... 0 0 0]
825,CC(C)CC(=O)c1cnc2[nH]nc(N3CCC[C@@H]3c3cc(F)ccc3F)c2c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d7120>,[0 1 0 ... 0 0 0]
826,CC(C)(C)CC(=O)c1cnc2[nH]nc(N3CCC[C@@H]3c3cc(F)ccc3F)c2c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d7190>,[0 0 0 ... 0 0 0]
827,O=C(CC1CCC(O)CC1)c1cnc2[nH]nc(N3CCC[C@@H]3c3cc(F)ccc3F)c2c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d7200>,[0 0 0 ... 0 0 0]
828,CC(C)(C)C1=C(F)C=NC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d7270>,[0 0 0 ... 0 0 0]
829,CCCCN(CCCNC(=O)c1ccc(-n2c(-c3cc(C(C)C)c(O)cc3O)n[nH]c2=O)cc1)CCCNC(=O)c1ccc(-n2c(-c3cc(C(C)C)c(O)cc3O)n[nH]c2=O)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d72e0>,[0 1 0 ... 0 0 0]
830,CC(C)c1cc(-c2n[nH]c(=O)n2-c2ccc(C(=O)NCCCN(CCCCC(=O)CC[C@H](C(=O)O)N3CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC3)CCCNC(=O)c3ccc(-n4c(-c5cc(C(C)C)c(O)cc5O)n[nH]c4=O)cc3)cc2)c(O)cc1O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d7350>,[0 1 0 ... 0 0 0]
831,C/C=C(\C)C1OC(=O)[C@@H](C)NC(=O)[C@H](C(C)CC)NC(=O)CN(C)C(=O)[C@@H](Cc2ccc(Cl)cc2)N(C)C(=O)[C@H](C)NC(=O)[C@@H](CC(C)C)OC(=O)/C(C)=C/C[C@H](OC(=O)NCCCCCOP(=O)(O)OP(=O)(O)OCCCCCCC(=O)OCc2ccc(NC(=O)[C@@H](CCCNC(N)=O)NC(=O)[C@H](NC(=O)OC3CC/C=C\CCC3)C(C)C)cc2)[C@@H]1C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d73c0>,[0 1 0 ... 0 0 0]
832,O=C(O)CNC(=O)n1cc(NC(=O)c2c(Cl)cccc2Cl)c(C(=O)NC2CCCCC2)n1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d7430>,[0 0 1 ... 0 0 0]
833,CC(=O)OC[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H](CCCC1CNC1)OC(C)=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d74a0>,[0 1 0 ... 0 0 0]
834,COc1cccc(C(=O)CSC2=Nc3c(c(=O)n(C)c(=O)n3C)C2)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d7510>,[0 0 0 ... 0 0 0]
835,CCn1c(CO)nn(-c2nc(O[C@@H](C)C(F)(F)F)c(C(=O)Cc3c(OC)cncc3OC)cc2F)c1=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d7580>,[0 1 0 ... 0 0 0]
836,CO[C@@H]1[C@H](C)[C@@H](CI)O[C@H]1n1ccc(=O)[nH]c1=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d75f0>,[0 0 0 ... 0 0 0]
837,CO[C@@H]1[C@H](C)[C@@H](CN)O[C@H]1n1ccc(=O)[nH]c1=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d7660>,[0 0 0 ... 0 0 0]
838,CO[C@@H]1[C@H](C)[C@@H](CN=[N+]=[N-])O[C@H]1n1ccc(=O)[nH]c1=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d76d0>,[0 0 0 ... 0 0 0]
839,CO[C@@H]1[C@H](C)[C@@H](CNS(=O)(=O)CCCCl)O[C@H]1n1ccc(=O)[nH]c1=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d7740>,[0 0 0 ... 0 0 0]
840,CC(C)n1nc(-c2ccc(CC(=O)CC3=CC(C(C)(C)C(F)(F)F)=NC3)cc2)c(C(N)=O)c1N,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d77b0>,[0 1 0 ... 0 0 0]
841,O=c1[nH]c2ccc(C[C@@H]3CCC4(C3)CN(c3ncnc5sc(CC(F)(F)F)cc35)C4)cc2o1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d7820>,[0 0 0 ... 0 0 0]
842,O=c1[nH]c2ccc(C[C@H]3CCC4(C3)CN(c3ncnc5sc(CC(F)(F)F)cc35)C4)cc2o1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d7890>,[0 0 0 ... 0 0 0]
843,O=c1[nH]c2ccc(CC3CCC4(C3)CN(c3ncnc5sc(CC(F)(F)F)cc35)C4)cc2o1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d7900>,[0 0 0 ... 0 0 0]
844,Cc1cncc(N2CC[C@@H](NC(=O)C3CC3c3ccc(C4CC4)cc3)C2)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d7970>,[0 0 0 ... 0 0 0]
845,CCOSOc1cc(-c2ccc(C#N)cc2)cnc1Oc1cc(OCC(C)(F)F)ccn1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d79e0>,[0 0 0 ... 0 0 0]
846,CC(C)(C)OC(=O)N[C@@H]1CCC[C@H](F)[C@H](N(Cc2ccccc2)C2CC2)C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d7a50>,[0 0 0 ... 0 0 0]
847,CN(c1ncnc2c1C=CC2)C1CCC(CS(=N)(=O)Cc2ccc(Cl)cc2)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d7ac0>,[0 0 0 ... 0 0 0]
848,CN(c1ncnc2c1C=CC2)C1CCC(CS(=N)(=O)Cc2ccc(Br)cc2)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d7b30>,[0 0 0 ... 0 0 0]
849,COc1ccc(C)cc1[C@]1(C(=O)CS(=O)(=O)c2cccc3nc(C)ccc23)C[C@H]1c1cccc(Cl)n1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d7ba0>,[0 0 0 ... 0 0 0]
850,CC1(C)OB(c2ccc(-c3ccc4c(c3)sc3ccccc34)c3oc4cc5ccccc5cc4c23)OC1(C)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d7c10>,[0 0 0 ... 0 0 0]
851,c1ccc(-c2nc(-c3ccccc3)c3cc(-c4ccc(-c5cccc6sc7ccccc7c56)cc4)ccc3n2)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d7c80>,[0 0 0 ... 0 0 0]
852,c1ccc(-c2nc(-c3ccccc3)c3ccc(-c4ccc(-c5cccc6sc7ccccc7c56)cc4)cc3n2)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d7cf0>,[0 0 0 ... 0 0 0]
